track,status,condition_id,image,image_path,image_stem,image_index,alpha,epsilon,epsilon_phys,epsilon_math,stage,onnx_mode,target_source,noise_model,noise_weight_white,noise_weight_pink,noise_weight_brown,noise_expected_weight_white,noise_expected_weight_pink,noise_expected_weight_brown,noise_metadata,clean_n_staffs,noisy_n_staffs,n_staff_pairs,layout_match,layout_success,noise_generation_sec,layout_elapsed_sec,recognition_elapsed_sec,job_elapsed_sec,phase,error_type,error_message,error
A,error,alpha=0|epsilon_phys=0.16,Qmb66ZDyxcgypeG4iznfPCUSNgLNLTF937RWa6Q9uS7Ud9-1.png,D:\Users\theda\Documents\dev\Projects\Uni\Semester 4\Artificial Intelligence\adversarial-homr\results\runs\main_paired_100img_B10q\paired_images\Qmb66ZDyxcgypeG4iznfPCUSNgLNLTF937RWa6Q9uS7Ud9-1.png,Qmb66ZDyxcgypeG4iznfPCUSNgLNLTF937RWa6Q9uS7Ud9-1,47,0.0,0.16,0.16,,A2_SELF_CONSISTENCY,True,clean_onnx_prediction,alpha_conditioned_multiscale_fourier_endpoint,0.8570730463249437,0.14292695367505626,9.74237769332235e-106,0.8805369017749616,0.11916771100200385,0.00029538722303456454,"{'model': 'alpha_conditioned_multiscale_fourier_endpoint', 'alpha': 0.0, 'component_names': ['white', 'pink', 'brown'], 'component_alphas': [0.0, 1.0, 2.0], 'expected_weights': {'white': 0.8805369017749616, 'pink': 0.11916771100200385, 'brown': 0.00029538722303456454}, 'sampled_weights': {'white': 0.8570730463249437, 'pink': 0.14292695367505626, 'brown': 9.74237769332235e-106}, 'component_seeds': {'white': 439194750, 'pink': 411420361, 'brown': 1764145096}, 'normalization': 'minmax_to_signed_unit_interval'}",5,5,0,True,True,9.214278499999864,0.0,0.0,5.6392768000000615,epsilon_sweep,error,"OpenCV(4.11.0) D:\a\opencv-python\opencv-python\opencv\modules\imgproc\src\resize.cpp:4211: error: (-215:Assertion failed) inv_scale_x > 0 in function 'cv::resize'
","OpenCV(4.11.0) D:\a\opencv-python\opencv-python\opencv\modules\imgproc\src\resize.cpp:4211: error: (-215:Assertion failed) inv_scale_x > 0 in function 'cv::resize'
"
